t,s
29.490000,220.741
29.500000,227.227
29.510000,225.347
29.520000,225.313
29.530000,210.875
29.540000,221.986
29.550000,208.596
29.560000,209.721
29.570000,192.434
29.580000,188.214
29.590000,194.612
29.600000,180.457
29.610000,174.581
29.620000,161.946
29.630000,166.321
29.640000,162.575
29.650000,153.386
29.660000,152.910
29.670000,146.572
29.680000,141.109
29.690000,129.949
29.700000,117.339
29.710000,120.369
29.720000,105.309
29.730000,102.076
29.740000,95.798
29.750000,87.431
29.760000,83.688
29.770000,83.364
29.780000,72.790
29.790000,68.509
29.800000,64.189
29.810000,57.584
29.820000,50.799
29.830000,47.163
29.840000,40.142
29.850000,36.331
29.860000,31.371
29.870000,27.982
29.880000,23.430
29.890000,21.241
29.900000,15.304
29.910000,12.840
29.920000,10.218
29.930000,8.193
29.940000,6.239
29.950000,4.590
29.960000,3.141
29.970000,1.934
29.980000,0.982
29.990000,0.442
